id#,sec,x,y,z,px,py,pz,sqrt(px*px+py*py+pz*pz)
155,3.005000e-07,3.331367e-01,-1.448955e-02,-1.996829e-02,5.636409e-02,1.390273e-04,9.984103e-01,1.000000e+00
156,3.005000e-07,-3.325643e-01,1.227713e-03,3.789406e-02,-1.167401e-01,-2.761882e-04,-9.931625e-01,1.000000e+00
157,3.005000e-07,2.754458e-01,-1.293408e-02,-1.894460e-01,5.636531e-01,8.128246e-05,8.260116e-01,1.000000e+00
158,3.005000e-07,1.458839e-01,-1.096181e-02,-3.015102e-01,8.986700e-01,1.847491e-05,4.386254e-01,1.000000e+00
159,3.005000e-07,3.066106e-01,-1.367677e-02,-1.345544e-01,3.994654e-01,1.050601e-04,9.167483e-01,1.000000e+00
160,3.005000e-07,4.370037e-03,-2.408015e-02,3.332863e-01,-9.999144e-01,4.302350e-04,1.307463e-02,1.000000e+00
161,3.005000e-07,-1.657616e-01,-6.817916e-03,-2.916503e-01,8.691883e-01,-9.889731e-05,-4.944812e-01,1.000000e+00
162,3.005000e-07,2.230641e-01,-1.222307e-02,-2.498465e-01,7.436697e-01,5.536214e-05,6.685472e-01,1.000000e+00
163,3.005000e-07,-1.006812e-01,-7.633832e-03,-3.199717e-01,9.539871e-01,-7.515406e-05,-2.998478e-01,1.000000e+00
164,3.005000e-07,3.062136e-01,-1.568338e-02,1.319283e-01,-3.981358e-01,1.878435e-04,9.173265e-01,1.000000e+00
165,3.005000e-07,-2.208371e-02,-8.843051e-03,-3.345954e-01,9.979716e-01,-4.396187e-05,-6.366093e-02,1.000000e+00
166,3.005000e-07,2.521406e-01,-1.618378e-02,2.187503e-01,-6.569288e-01,2.134969e-04,7.539526e-01,1.000000e+00
167,3.005000e-07,2.584209e-01,-1.614240e-02,2.111713e-01,-6.352353e-01,2.115874e-04,7.723186e-01,1.000000e+00
168,3.005000e-07,4.582206e-02,-1.717820e-02,3.305652e-01,-9.907984e-01,2.743192e-04,1.353459e-01,1.000000e+00
169,3.005000e-07,-9.958220e-02,-7.940163e-03,-3.202975e-01,9.543919e-01,-7.066433e-05,-2.985566e-01,1.000000e+00
170,3.005000e-07,-3.220713e-01,-1.901136e-03,-9.219841e-02,2.728185e-01,-2.132208e-04,-9.620655e-01,1.000000e+00
171,3.005000e-07,-2.065764e-01,-5.975202e-03,-2.640522e-01,7.865684e-01,-1.201298e-04,-6.175032e-01,1.000000e+00
172,3.005000e-07,-3.193463e-01,-1.664810e-03,-1.004647e-01,2.973905e-01,-2.149295e-04,-9.547559e-01,1.000000e+00
173,3.005000e-07,3.339829e-01,-1.478799e-02,7.275594e-03,-2.543411e-02,1.491334e-04,9.996765e-01,1.000000e+00
174,3.005000e-07,-5.587152e-03,-9.488101e-03,-3.354824e-01,9.998587e-01,-3.069631e-05,-1.680975e-02,1.000000e+00
175,3.005000e-07,-3.344937e-01,8.817006e-04,-3.789219e-03,8.398742e-03,-2.659920e-04,-9.999647e-01,1.000000e+00
176,3.005000e-07,3.333674e-01,-1.456103e-02,-2.608848e-02,7.436678e-02,1.395594e-04,9.972309e-01,1.000000e+00
177,3.005000e-07,-1.395181e-01,-7.574031e-03,-3.050444e-01,9.087728e-01,-8.312810e-05,-4.172913e-01,1.000000e+00
178,3.005000e-07,1.269104e-01,-1.081910e-02,-3.102743e-01,9.249493e-01,1.253925e-05,3.800906e-01,1.000000e+00
179,3.005000e-07,-3.166682e-01,3.267971e-03,1.075262e-01,-3.249220e-01,-3.143137e-04,-9.457408e-01,1.000000e+00
180,3.005000e-07,1.240724e-01,-1.100261e-02,-3.116544e-01,9.284936e-01,1.559199e-05,3.713485e-01,1.000000e+00
181,3.005000e-07,3.283240e-01,-1.414645e-02,-6.265258e-02,1.841613e-01,1.257035e-04,9.828960e-01,1.000000e+00
182,3.005000e-07,-3.020562e-01,4.120193e-03,1.429654e-01,-4.314299e-01,-3.312648e-04,-9.021464e-01,1.000000e+00
183,3.005000e-07,-5.269872e-02,-8.547473e-03,-3.310285e-01,9.875696e-01,-5.296529e-05,-1.571824e-01,1.000000e+00
184,3.005000e-07,-3.132908e-01,-2.119633e-03,-1.179703e-01,3.498707e-01,-2.058623e-04,-9.367980e-01,1.000000e+00
185,3.005000e-07,-1.291711e-01,-7.308372e-03,-3.093478e-01,9.225702e-01,-8.486938e-05,-3.858293e-01,1.000000e+00
186,3.005000e-07,9.379041e-02,-1.072778e-02,-3.218567e-01,9.597344e-01,6.325070e-06,2.809091e-01,1.000000e+00
187,3.005000e-07,-1.696396e-01,-6.185527e-03,-2.891646e-01,8.620470e-01,-1.107843e-04,-5.068283e-01,1.000000e+00
188,3.005000e-07,-3.149679e-01,3.712727e-03,1.115479e-01,-3.369049e-01,-3.210872e-04,-9.415386e-01,1.000000e+00
189,3.005000e-07,4.529990e-02,-5.726479e-02,3.303129e-01,-9.907535e-01,1.437205e-03,1.356670e-01,1.000000e+00
190,3.005000e-07,-3.075540e-01,4.360016e-03,1.307653e-01,-3.939730e-01,-3.325478e-04,-9.191220e-01,1.000000e+00
191,3.005000e-07,3.205033e-01,-1.387452e-02,-9.551594e-02,2.827488e-01,1.147838e-04,9.591940e-01,1.000000e+00
192,3.005000e-07,7.046885e-02,-1.018036e-02,-3.277755e-01,9.772076e-01,-7.038248e-06,2.122861e-01,1.000000e+00
193,3.005000e-07,-1.424860e-01,-6.774638e-03,-3.036055e-01,9.053646e-01,-9.626762e-05,-4.246351e-01,1.000000e+00
194,3.005000e-07,3.331700e-01,-1.441880e-02,-2.421050e-02,6.932401e-02,1.377934e-04,9.975942e-01,1.000000e+00
195,3.005000e-07,5.636317e-02,-1.694738e-02,3.288814e-01,-9.855122e-01,2.671924e-04,1.696041e-01,1.000000e+00
196,3.005000e-07,1.092353e-01,-1.699030e-02,3.149099e-01,-9.450560e-01,2.592319e-04,3.269084e-01,1.000000e+00
197,3.005000e-07,-2.855783e-01,-3.294234e-03,-1.743680e-01,5.185169e-01,-1.790198e-04,-8.550674e-01,1.000000e+00
